"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ifngr2",37.7192145142144,-0.283029159591925,0.306133741817989,-0.92452781555912,0.355211576219426,0.63779941579399
"Ahcyl1",62.5040411099178,-0.227428777009491,0.24620452378847,-0.923739229117046,0.35562210222954,0.63831793289609
"Coro1c",39.5074177823108,0.297293521563709,0.322137284983791,0.922878336106507,0.356070611487628,0.638685670896214
"Zfp266",42.7179288732866,0.266806383701186,0.289053295182935,0.923035260789297,0.355988830075344,0.638685670896214
"Hdlbp",144.188235588472,-0.164340692183296,0.178216144122759,-0.92214256453722,0.356454217333064,0.638882925467546
"Rsl24d1",28.3571776746926,-0.325669634905141,0.353142837932929,-0.922203708877127,0.356422328869605,0.638882925467546
"Esm1",86.5740451272863,-0.202095174153419,0.21920017077847,-0.921966317068532,0.356546145321007,0.638882925467546
"Mrpl2",40.6828699166972,-0.277826622399191,0.301549346821507,-0.921330539520759,0.35687788131927,0.639258876582485
"Sema4c",31.0011506593897,-0.318191367181136,0.345776385457836,-0.920222954959245,0.357456261024796,0.639931762170045
"Mgat2",55.4458590851297,-0.244591627858476,0.265874919533955,-0.919949983575791,0.357598897043061,0.639931762170045
"Sox7",48.021954436926,0.274441489012477,0.298335090913482,0.919910186133838,0.357619695433574,0.639931762170045
"Mfsd14b",26.9231856567517,0.331812306866911,0.361262360270484,0.918480150045182,0.358367546400002,0.64087376818877
"Tnfaip8",39.9227476581369,-0.292396104241093,0.318363032582714,-0.918436106946949,0.358390594760533,0.64087376818877
"Fry",68.7543250796557,0.232854786213128,0.253700071977402,0.917834923727845,0.358705295444632,0.640999271989164
"Fbxw11",27.7912727278634,0.32296709722739,0.351837808544004,0.917943124316034,0.358648642989814,0.640999271989164
"Rcn1",30.3206730996668,-0.330398359418476,0.360112255169862,-0.91748712984686,0.358887434015323,0.641106240729928
"Leprotl1",43.0698049191498,-0.299030714171586,0.326137127251911,-0.916886454146673,0.359202142897458,0.641449875753191
"Mff",69.2731369422171,-0.212797357800552,0.232257256559977,-0.916214033319558,0.359554646501011,0.641860746205244
"Setd7",39.7576387902157,0.298182720962921,0.32603361530446,0.914576617151788,0.360413938763174,0.642415714649056
"Pcf11",77.0342052718544,0.210846719059796,0.230657425498605,0.914111993594032,0.360658001037653,0.642415714649056
"Gtf2e2",31.0693580457602,-0.311969950123237,0.341415424484939,-0.913754703947182,0.360845752363431,0.642415714649056
"Ankrd11",220.968017490856,0.136918477919639,0.149720588196299,0.914493320986188,0.360457685807812,0.642415714649056
"Sin3a",33.7530372197321,0.29453339635933,0.321909950647852,0.914955861931493,0.360214801995536,0.642415714649056
"Strn3",124.882632522756,0.171339775526737,0.187233628114649,0.915112190326303,0.360132735987271,0.642415714649056
"Arfgap3",31.1828891848257,-0.315295597738009,0.344935077197058,-0.914072295285539,0.360678858984151,0.642415714649056
"9930021J03Rik",40.8567227025793,-0.292196983123552,0.319746914293695,-0.913838320438529,0.360801807428119,0.642415714649056
"Cdc73",45.9470950103565,0.26487656388885,0.290127170469777,0.912967108388915,0.361259840680689,0.642934604442922
"Lims1",96.7166684715344,0.197068142088193,0.215940900580038,0.912602205320295,0.361451794051932,0.643057942386928
"4833403J16Rik",28.7090331271084,0.316694731118107,0.347145575163571,0.912282206013672,0.361620178894,0.643074211129703
"Ascc3",47.1527979362614,0.259196645688047,0.284271472838099,0.91179267163282,0.361877868864328,0.643074211129703
"Tox4",46.9453633460728,-0.254089267854895,0.278712780530709,-0.911652732146234,0.361951553889711,0.643074211129703
"Gdi1",45.5760763228896,-0.251533628796818,0.2758787125475,-0.911754395524481,0.361898022184698,0.643074211129703
"Ube2h",63.8898123467793,-0.243592196513811,0.267577736698519,-0.910360478862513,0.362632433034443,0.643847560582317
"Pgk1",67.4051269762577,-0.212478798833553,0.233367812438103,-0.910488882822733,0.36256474202771,0.643847560582317
"Cdc14a",53.0565500011611,0.25896399491576,0.285001581654401,0.908640553545368,0.363539892755068,0.644007225863177
"Cytl1",28.848120955358,-1.32783333768841,1.4595660450979,-0.909745291861281,0.362956852331613,0.644007225863177
"Wipi2",33.8381410400404,0.29060263193151,0.319779760975172,0.908758675174797,0.363477524525501,0.644007225863177
"Sorbs2",263.661660877211,0.144771412464425,0.159423140450344,0.908095349617814,0.363827847226155,0.644007225863177
"Pkn1",69.5559570119353,0.212005373126777,0.233267902318765,0.908849314540788,0.363429671472539,0.644007225863177
"Mat2b",73.7742751829344,-0.214305812846338,0.235992639812434,-0.908103799409451,0.363823383302996,0.644007225863177
"Tars",29.5802296574429,0.330625551931449,0.363970269088025,0.908386151319102,0.363674239885185,0.644007225863177
"Arid2",34.8666835632035,0.295742146489692,0.325554103629076,0.908427027007006,0.36365265177216,0.644007225863177
"Pold4",43.5298380718822,-0.281555716105156,0.310030096836044,-0.908156075744006,0.363795767106502,0.644007225863177
"Ackr3",28.2917724413262,-0.343787521982053,0.378813538115752,-0.907537580869149,0.364122585491194,0.644311412666328
"Hdc",44.4990508543299,-0.643809607836328,0.710211339402221,-0.906504264460516,0.364669008755797,0.644843039766152
"Ube2g1",33.7081718213422,-0.291857671856058,0.321920426629049,-0.9066143298585,0.364610781213165,0.644843039766152
"Tpgs1",32.008197362538,-0.299224628273121,0.330304106438237,-0.905906473582013,0.364985357602693,0.64492240646451
"Pdzd2",41.2184347408255,0.283896617975319,0.313361915891496,0.905970392629396,0.364951523683588,0.64492240646451
"BC004004",45.1471750042137,-0.260157512277664,0.287237646723528,-0.905722196394647,0.365082911002606,0.64492240646451
"Rnh1",77.4445703205626,-0.213990710339543,0.236767261921225,-0.903801938676557,0.366100433578055,0.645412004975997
"Heca",30.8853953343862,0.31964033588741,0.353738668397987,0.903605866259967,0.366204429567855,0.645412004975997
"Gna11",143.743426622541,-0.155448968729429,0.171957744839125,-0.903995158082932,0.365997968840248,0.645412004975997
"Ecm2",65.8500897002617,0.222032023269848,0.24542206062979,0.904694641957129,0.3656271804456,0.645412004975997
"Mrpl13",44.8429446010111,-0.261807485625749,0.289746851575778,-0.9035731853579,0.366221765173296,0.645412004975997
"Arl13b",38.6955777244342,0.280872520429,0.310464824532907,0.904683874740309,0.365632886246496,0.645412004975997
"Vma21",34.8529678540226,-0.293738410987716,0.324753183155299,-0.904497403639762,0.365731710475256,0.645412004975997
"Eprs",82.6665608834138,-0.204033556980077,0.225950012155813,-0.903003080342291,0.366524260098504,0.645511150721013
"Ak2",38.5755382851771,-0.277051420443486,0.306769572850281,-0.903125488845994,0.366459297614211,0.645511150721013
"Zdhhc18",37.2836797963345,0.286841413705324,0.317828866773815,0.902502710395581,0.366789882290584,0.645762039237587
"Gm13889",110.921130644047,-0.183470615601666,0.203706454108599,-0.900661770411334,0.367768180884299,0.646361678443244
"Lix1l",29.2485848189171,0.319224428607269,0.35433397304803,0.900913976329328,0.36763405951391,0.646361678443244
"Rab28",31.5787190973477,-0.299084599268112,0.331879568942499,-0.90118412598014,0.367490429590067,0.646361678443244
"Fam53b",29.6752310098898,-0.325906586578316,0.361967307031586,-0.900375752857361,0.367920319920279,0.646361678443244
"Zfr",95.4080231710705,0.188914754416742,0.209549793274244,0.90152679926295,0.367308291474428,0.646361678443244
"Atad1",29.8342771130972,-0.320443891483773,0.355954514076758,-0.900238313636535,0.367993440807378,0.646361678443244
"Nkap",49.2666695638944,-0.251774255624512,0.279574000595889,-0.900563911836852,0.367820229605252,0.646361678443244
"Ddx39",27.7265449317302,-0.329089053353241,0.365780218197004,-0.899690680309011,0.368284884420385,0.646440458324768
"Prpf40b",35.751891484328,-0.294217345331955,0.327000219363527,-0.899746629848197,0.368255102187115,0.646440458324768
"Mgat1",51.8339640597284,-0.245388363678829,0.273040827971973,-0.898724068123679,0.368799653831351,0.647127371163914
"Tec",25.0789355639993,0.340045393591643,0.379442179776751,0.896171832535097,0.370160997031159,0.649298798071049
"2310001H17Rik",29.1307670436981,0.323417774540176,0.361076343776884,0.895704689920151,0.370410504926156,0.649363514175534
"Smarca4",63.1307196069657,-0.245352360937439,0.27394113067985,-0.89563900217736,0.370445598111582,0.649363514175534
"Far1",49.2513653666731,0.251437575023395,0.280815659993889,0.895383024681981,0.37058237187394,0.649386154991667
"Hdgfl2",27.7151395006593,-0.316602985737823,0.353807959500031,-0.894844158354203,0.370870401117129,0.649673743086237
"Kctd10",75.5847327207509,0.200116586972809,0.223913234365017,0.893723801276455,0.371469687419705,0.650289005389488
"Cebpd",560.843849603131,-0.228819973645061,0.256003807223278,-0.89381472926882,0.371421027056664,0.650289005389488
"Rab7",120.872530620807,0.166996291183845,0.186956416159434,0.893236480535833,0.371730545831227,0.650528455204648
"Wapl",87.9434244763443,0.191073924129594,0.213988689025904,0.892915999436137,0.371902158388952,0.650611617094853
"Psme1",328.060993070973,0.116803223763329,0.130865560183787,0.892543642493043,0.372101611324854,0.650743411666514
"Cmc1",32.7994122325941,-0.309899541603417,0.347950543027497,-0.89064250024443,0.373120991124734,0.652091118822326
"Bag5",55.3873375616466,-0.231813249048648,0.260244862041251,-0.890750530982253,0.37306301946291,0.652091118822326
"Maml3",29.1476061929507,0.336500749057083,0.377999894727398,0.890213869767762,0.373351058604789,0.652200683525111
"Map3k4",28.1407966442461,0.367054672128835,0.412392144849548,0.890062230120184,0.373432472237724,0.652200683525111
"Irf8",31.8883678841796,0.297824797171555,0.334890586040219,0.889319704961151,0.373831284341463,0.652462524568006
"Chmp6",30.3479425491854,-0.305156722683693,0.343118487929611,-0.889362518834296,0.373808281746602,0.652462524568006
"Ssb",277.194432363107,-0.120197564896452,0.135353387402911,-0.888027756103773,0.374525821199803,0.653182928147183
"Fnbp4",42.8860334895431,0.263183322445468,0.296580097865891,0.887393740642958,0.374866952278251,0.653182928147183
"Dusp2",100.01997935929,-0.190581042266665,0.214717595834725,-0.887589307833725,0.374761707163967,0.653182928147183
"Hnrnpab",154.583806769575,-0.152620763400987,0.171956781408543,-0.887553036006087,0.374781225585166,0.653182928147183
"Rtn3",130.807235681209,-0.161542215029389,0.181854258669943,-0.888305922615651,0.374376214720211,0.653182928147183
"Trpc4ap",42.8925554702434,0.256689194680129,0.289488903507135,0.886697871905833,0.375241584408432,0.653618480748641
"Kif26a",43.8774071599046,0.253566600223318,0.286111617681319,0.886250625816073,0.375482488604586,0.653820886002604
"Plekha3",42.6069649609971,-0.257035515964394,0.290320228831686,-0.885351726949111,0.375966959477244,0.653884811327831
"Lin7c",34.7095219479373,0.288483479615517,0.325703906748893,0.885723117340218,0.375766748006912,0.653884811327831
"Ilf3",33.1497812936063,0.298750697913006,0.337473428643974,0.885256949305426,0.376018063351785,0.653884811327831
"Gch1",43.39802288669,-0.260770263925271,0.294519905129247,-0.885407944875016,0.37593664893464,0.653884811327831
"Tnfsf12",62.5055665629246,-0.212929489077358,0.240677156990376,-0.884710006300563,0.376313057455222,0.65418082235999
"Il17rd",28.4169931609998,-0.323809198519082,0.366240769963456,-0.884142960248233,0.37661904489779,0.654495741597319
"Mrps23",28.7925586179224,-0.326807755076221,0.36986964635791,-0.883575492864261,0.376925413314142,0.654594217292496
"Bdp1",64.7163866923441,0.211283090764099,0.239114898600403,0.883604877825639,0.376909544975156,0.654594217292496
"Kbtbd2",60.2630019224088,0.235405122498722,0.266515504094015,0.883269899433998,0.377090462970408,0.654664005746308
"Lrpap1",73.8694339402534,-0.204509598076193,0.232045728169411,-0.881333173808247,0.378137515746194,0.655613424291434
"Lias",32.9872495267187,0.293101751376033,0.332413389940807,0.881738703209956,0.377918126129981,0.655613424291434
"Zfp326",80.5923767259623,0.195948150171107,0.222213040889915,0.881803108343137,0.377883290454475,0.655613424291434
"Cbx4",25.918500413182,0.329587451446265,0.373914487031317,0.881451409018716,0.378073542919451,0.655613424291434
"Ppp1r13b",86.8770434796064,0.189083684523391,0.214649339991849,0.880895718247121,0.378374265203108,0.655807032218147
"Hspa4l",27.1183555617758,-0.323419972640815,0.367360561986,-0.880388387072264,0.378648945379984,0.655844482236986
"Safb2",48.9376726289556,0.240045307140078,0.27272831392015,0.88016276597654,0.378771140990577,0.655844482236986
"Huwe1",104.785864361406,0.175336937428575,0.199192337132631,0.880239370412267,0.378729649570123,0.655844482236986
"Flii",51.8727943617485,-0.25170463664597,0.286138474128407,-0.879660232384602,0.379043398681012,0.656099220628771
"Map7d1",74.6007310815676,0.202941701505316,0.2308667374499,0.879042618901982,0.379378168104918,0.656461958869336
"Pde2a",128.919433925614,0.163923464745353,0.186605033259993,0.878451464473425,0.379698766022927,0.656583321325266
"Gid4",24.50552806503,0.340557389165385,0.387590310062746,0.878653001181203,0.379589448885937,0.656583321325266
"Sf3a1",24.4097184297203,-0.363942284374862,0.414757056619605,-0.877483043546267,0.380224324899772,0.65727534963716
"Nop53",152.39909969819,0.147692491060757,0.168773849546595,0.87509108465279,0.381524347609849,0.658873045015623
"Tcf3",44.8968005399597,-0.248881839106286,0.28440751206693,-0.875088837483718,0.381525570220758,0.658873045015623
"Stard3nl",49.8557276435597,-0.261872326065245,0.299135644641898,-0.875430029004863,0.381339966647305,0.658873045015623
"Cntrl",32.7991139846812,0.286658740110663,0.327787829214392,0.874525270806109,0.381832264251277,0.659185565185857
"Cttn",53.0779737286334,0.236730592858661,0.270896890446942,0.873877114159886,0.38218517923404,0.65957764803294
"Pdhb",39.9231001465997,0.270566853716177,0.309705605626736,0.873625949290277,0.382321989815448,0.65959664119855
"Gbf1",42.3320780939015,0.26679667634354,0.306146707193431,0.87146675131466,0.383499352447518,0.661410231869189
"Qser1",33.0754936626347,0.28693934315928,0.329426862650406,0.871025941390172,0.383739988905066,0.66160761651735
"Bcl9l",38.292446557316,0.263054782533959,0.30243770212349,0.869781712686566,0.384419707119944,0.662352912379972
"Eml4",85.3310845558557,-0.18349831715774,0.210972857572678,-0.869772155854346,0.384424930835829,0.662352912379972
"Fdx2",24.67756434712,-0.337473722643836,0.388401143262094,-0.868879323602064,0.384913139904838,0.66297621304897
"Reck",34.7398728208352,-0.339140731953369,0.390570186711535,-0.868322118512976,0.385218016903764,0.663283436002112
"Larp1b",32.6725010153256,0.315295261316782,0.363410055546519,0.867601918286551,0.385612295940989,0.663744342619371
"Irf2bpl",132.982785382244,-0.157275196008099,0.181375173337444,-0.867126371895959,0.38587277248211,0.663841607767688
"Pcbd2",45.1652474735722,-0.271447099212443,0.313074607434254,-0.867036459574409,0.385922033277878,0.663841607767688
"Pnkd",90.3622694800203,-0.18625118519728,0.21547435142137,-0.864377518570911,0.387380538663099,0.663977711999711
"Enah",56.8666889493076,0.220675168582729,0.255144499085182,0.864902709538939,0.387092190304944,0.663977711999711
"Susd4",35.5174742821498,-0.269522615880091,0.311307475213887,-0.865776241623855,0.386612880436273,0.663977711999711
"Proser1",29.6508018887704,0.307552398681682,0.355427812567777,0.865302004533014,0.386873050900156,0.663977711999711
"Tmem64",43.288961911445,0.246028221192838,0.284035810750496,0.866187332304219,0.386387439040025,0.663977711999711
"Aup1",38.568821869577,0.278155614575596,0.321099203501795,0.866260680631183,0.386347223385816,0.663977711999711
