"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030122","AP-2 adaptor complex","2/43","10/10990",0.2,51.1162790697674,9.93672805365168,0.000659672455566279,0.0402132309246319,0.0324527828514573,"Ap2b1/Ap2a2",2
"GO:0030128","clathrin coat of endocytic vesicle","2/43","11/10990",0.181818181818182,46.4693446088795,9.45582442891104,0.000804264618492638,0.0402132309246319,0.0324527828514573,"Ap2b1/Ap2a2",2
"GO:0030669","clathrin-coated endocytic vesicle membrane","2/43","11/10990",0.181818181818182,46.4693446088795,9.45582442891104,0.000804264618492638,0.0402132309246319,0.0324527828514573,"Ap2b1/Ap2a2",2
