"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gapdh",579.412880681338,-0.958015778372137,0.110435946836767,-8.67485457238087,4.14079302260578e-18,5.03896867278191e-16
"Gm14743",42.2197206664086,3.7359645799918,0.431540036962378,8.65728382073042,4.83138651673306e-18,5.77436963508828e-16
"Hint1",619.192763862742,-0.884856750615214,0.102311352282607,-8.64866635885179,5.21047533770574e-18,6.11819498864289e-16
"Rplp1",5582.85968633191,-0.607639805647929,0.0702938777478939,-8.64427778230139,5.41466817037215e-18,6.24834035591393e-16
"Cox5a",428.699554636287,-1.03686678884689,0.12020010511015,-8.62617206446471,6.34395552897493e-18,7.19662616193715e-16
"Ap2a2",176.089799566825,1.5111415056492,0.176800053362294,8.54717788208247,1.26134712847221e-17,1.40703272181075e-15
"Rplp0",2233.08179874433,-0.640241792502525,0.0752207989389202,-8.51149949925959,1.71698273686294e-17,1.8838959766924e-15
"Rpl7a",1231.8557607125,-0.739493463210466,0.0870018036931664,-8.49974864680363,1.90001657178331e-17,2.05109853466866e-15
"Gng5",867.163597911578,-0.816932449083236,0.0963909975816435,-8.47519446399847,2.34687176558212e-17,2.4932718614351e-15
"Btf3",630.011701205451,-0.851844171917892,0.100658965037877,-8.46267564540677,2.61311745417287e-17,2.73274923762172e-15
"Rps24",5436.77858205871,-0.589137157699402,0.0696571883348063,-8.45766491273984,2.72784620203265e-17,2.80884225080069e-15
"Npm1",705.956134579707,-0.817728558377,0.09675976850066,-8.45112148414681,2.88517849077828e-17,2.92583327860289e-15
"Rpl10a",1749.67505410514,-0.733550370391538,0.086830128644297,-8.44810875953618,2.96059519960743e-17,2.95750204044367e-15
"Sh3bgrl3",1177.33905709853,-0.764789256178357,0.091006899237047,-8.4036404117703,4.32846721179346e-17,4.2603575071373e-15
"Rpl18",2012.93133637713,-0.638728839076033,0.076116139506543,-8.3915033423513,4.79964690234697e-17,4.65565749527656e-15
"Rpl19",3266.17205029886,-0.599702340858852,0.0720380863166448,-8.32479555637901,8.44744079990451e-17,8.07696018196584e-15
"Rpl21",2729.60792027358,-0.679983450029733,0.0820571930423425,-8.28670132158741,1.16432535367396e-16,1.09758163269574e-14
"Tsix",123.468274802402,1.68134680856611,0.203376533090811,8.26716230734135,1.37185139008056e-16,1.27525018802906e-14
"Cd74",17445.1574550285,-0.6666832465338,0.0808662177391116,-8.24427387818032,1.66166166453622e-16,1.52349335900561e-14
"Rps12",4618.91762856652,-0.614172082020836,0.0750485023912153,-8.18366872691555,2.75330315295174e-16,2.49025108144675e-14
"Dync1i2",282.576341455465,1.05283736700285,0.129003520392682,8.16130725578692,3.31417917842214e-16,2.95757349882392e-14
"Cd9",373.3626606528,-1.06322690583249,0.130515005031622,-8.14639593029853,3.74931136660576e-16,3.30186065482794e-14
"Sumo2",430.519175927167,-0.898564616169399,0.110515932029107,-8.13063419609706,4.27050243558206e-16,3.71200945472088e-14
"Ftl1",8920.57675609485,-0.627307160715241,0.0773875868876634,-8.10604369439568,5.22946455289794e-16,4.4872828528905e-14
"Rpl28",2517.29643999992,-0.607206209360232,0.0750930195832462,-8.08605397319385,6.16288840388535e-16,5.22129266926641e-14
"Dusp1",2198.80431938604,-0.749479176879889,0.0928052828059461,-8.07582450286838,6.70222173030483e-16,5.60724625511628e-14
"Bri3",635.469979529669,-0.818246381421647,0.10157411477508,-8.05565850348314,7.90520554980975e-16,6.53204206726872e-14
"Atp5j",431.049336590256,-0.936047934808673,0.116231850092001,-8.05328259050992,8.06025111397923e-16,6.57893423242232e-14
"C1qb",5737.90904266222,-0.618277685234238,0.0768389349500778,-8.04641144018891,8.52570297931154e-16,6.87500361934122e-14
"Actg1",1899.25885715344,-0.700841812718867,0.0871530959831467,-8.04150219579569,8.87437562377797e-16,7.07097572023166e-14
"Atp6v0c",1468.61725915918,-0.696986447086647,0.0868836725581707,-8.02206475123387,1.03982299653878e-15,8.18768860686358e-14
"Gpr183",420.502131630279,1.08210171410195,0.135477873374683,7.98729480429059,1.37931973661924e-15,1.07346360432472e-13
"Rps3a1",2911.26471899758,-0.576851010383361,0.0723094358681796,-7.97753437649496,1.4928533414258e-15,1.13541675160942e-13
"Zfp36",2523.45526482335,-0.666260609897794,0.0835065871936579,-7.97853956541999,1.48074824890237e-15,1.13541675160942e-13
"Rpl15",1891.08153536725,-0.6664533676846,0.0837306894584696,-7.95948739936222,1.72753461697014e-15,1.29914485296417e-13
"Atp5h",609.948256029515,-0.816176402380456,0.103786271134375,-7.86401123635833,3.72024156358428e-15,2.76661964278551e-13
"Cox4i1",1180.53145732322,-0.67395473602128,0.0859857066506683,-7.83798566381895,4.57831271018085e-15,3.36732384277367e-13
"Rps3",2135.96202707912,-0.657253056369672,0.084089917927709,-7.81607441851357,5.44961640082296e-15,3.96459593159871e-13
"Itm2b",5206.79119088882,-0.576203264905144,0.0738275570845883,-7.8047180166744,5.96347315438463e-15,4.29177697013939e-13
"Obp1a",795.279894472797,0.964493475460365,0.125100447391279,7.70975240754898,1.26062064236443e-14,8.97588719079268e-13
"Ybx1",1028.97680233879,-0.67363926831942,0.0874783853734728,-7.70063673950361,1.35389871157691e-14,9.53857271219398e-13
"Rpl7",1910.83608407114,-0.615400577208576,0.0800225484900688,-7.69033964576809,1.46744942833655e-14,1.02308739831839e-12
"Rpl38",2623.90463807921,0.619026726484551,0.0805151014199872,7.68833070526174,1.49067094926293e-14,1.02856295499142e-12
"Sem1",615.058410863691,-0.77818272507976,0.101260980490366,-7.68492188512628,1.53090374191803e-14,1.04554476986299e-12
"Ppia",2346.88772967874,-0.597117415020414,0.0786055814803093,-7.59637424945444,3.04542953342879e-14,2.05889493608473e-12
"Por",44.2546422079795,2.57495500363147,0.339211461668909,7.59100235281784,3.17440189245919e-14,2.12462718662294e-12
"Tyrobp",3505.77678654734,-0.64874064730867,0.0857217837805005,-7.56797885785763,3.79075662838794e-14,2.5120330805743e-12
"Rps18",2275.71084667457,-0.605246622057832,0.0801310377579085,-7.55321082807389,4.24656740578724e-14,2.78649761244451e-12
"Rps5",2474.11482785389,-0.561528359424281,0.0744304588471349,-7.54433558682672,4.54599143739745e-14,2.95401171752438e-12
"Rpl13a",2293.93441799623,-0.637408803887864,0.0845346222931887,-7.54020999439921,4.69215258836865e-14,3.01967089172609e-12
"Rpl23",4655.64846719034,-0.564512736567206,0.0753913942332137,-7.48776093490137,7.00584854783383e-14,4.46572803149065e-12
"Uqcrh",656.159915721165,-0.774285808985778,0.103569756546073,-7.47598367329692,7.6628470689654e-14,4.83843730496089e-12
"Cfl1",1309.33162348926,-0.714484182183185,0.0959136050979537,-7.44924749156811,9.38741252173111e-14,5.87195813158377e-12
"Slc38a2",316.844088820957,0.927763159909106,0.124624267236726,7.44448236671917,9.73252713384892e-14,6.03146334322693e-12
"Selenow",382.04978512288,-0.876896736525367,0.117839234448594,-7.44146667812836,9.95735023682787e-14,6.11417845276045e-12
"H2afz",970.258037260958,-0.801917633151753,0.108451946544737,-7.3942207466139,1.42239944118426e-13,8.65465405440569e-12
"Dynll1",501.379283869751,-0.770377256206454,0.104868721636078,-7.34611087259999,2.04057129748066e-13,1.23040934180523e-11
"Clta",941.496503396713,-0.673495542588133,0.0921528327908276,-7.30846271559401,2.70215897434806e-13,1.6147812513671e-11
"Stoml3",75.52397991529,-1.72767619036958,0.236897382188629,-7.29293069601726,3.03284123728056e-13,1.79635454877158e-11
"Fth1",17731.9025127102,-0.640866270974865,0.0886835757823737,-7.22643697348794,4.95830577669968e-13,2.91104741784658e-11
"Map1b",79.808073521164,-1.65727388914731,0.229525298991131,-7.22044104258568,5.18192328112552e-13,3.01587934961505e-11
"Eef1a1",4997.16016483819,-0.515804508193517,0.0714799616181978,-7.21607142080782,5.35109604333711e-13,3.08749015672891e-11
"Eif3j1",111.544627788085,1.37172813523058,0.191415402599763,7.16623697257411,7.70872918571903e-13,4.40978841367671e-11
"Rpl13",4003.57313909069,-0.553060077485247,0.0782087214172931,-7.07159083364017,1.53167490674738e-12,8.68771199225442e-11
"Cd63",1368.28383305104,-0.673933774174206,0.0953228568824958,-7.07001233717703,1.54919923512066e-12,8.71326931148114e-11
"Pfdn5",841.620235647268,-0.651862761189551,0.0923695343753349,-7.05711862247533,1.69990505773459e-12,9.48122045951465e-11
"H2-Aa",6634.83345734338,-0.64618428249008,0.0916137922179232,-7.05335154070461,1.74658843766986e-12,9.66108794489618e-11
"Prdx1",1034.51366133346,-0.675984195661959,0.096027029972743,-7.03951997530107,1.92903228423864e-12,1.05827976052535e-10
"Chchd2",797.727187604665,-0.686270483152421,0.0982195921250751,-6.98710377740632,2.80618676512886e-12,1.52697626170792e-10
"Jund",2219.09498918719,-0.748557915665393,0.107458258128863,-6.96603433463188,3.25999615232176e-12,1.7532324522392e-10
"Naca",939.12888675829,-0.679960426328636,0.0976195177039117,-6.96541472772908,3.27437705856717e-12,1.7532324522392e-10
"Atox1",1093.21484919186,-0.613483687621212,0.0882772834487005,-6.9495080008632,3.66562335295694e-12,1.94714421439213e-10
"Nme2",546.653734405589,-0.757444145019705,0.109331852371253,-6.92793663138247,4.27022930124546e-12,2.25044446560912e-10
"Susd6",156.361833346247,1.16772494706846,0.168641850412855,6.92428922126825,4.38169902563029e-12,2.29114934207371e-10
"Rpl5",1616.98385983358,-0.559598187483731,0.0810051739276925,-6.90817833417955,4.90916620573287e-12,2.54705809418373e-10
"Cox7a2",388.767238656797,-0.817381785613306,0.118797094168673,-6.88048635644869,5.96485588711645e-12,3.04754049255499e-10
"Eif1",2010.41650307819,-0.574154007185225,0.0834434641952413,-6.8807546848944,5.95363006105146e-12,3.04754049255499e-10
"Hnrnpf",494.45168173199,-0.753905970372954,0.109933732426286,-6.85782201453472,6.99182926068155e-12,3.54517524558649e-10
"Ap2b1",105.296053241941,1.37422418594121,0.200611102770468,6.85019007902845,7.37519266805802e-12,3.71144094190318e-10
"Dstn",359.126428253732,0.840863021532535,0.122987598978676,6.83697404059677,8.08833906636864e-12,4.03994428143323e-10
"Gpr65",598.001283401048,0.845430774305931,0.124013697842797,6.81723703923114,9.28080663246288e-12,4.60121768822771e-10
"Rack1",1691.32354568884,-0.536827056294454,0.0788084298416912,-6.81179738478258,9.63867989379471e-12,4.74350621538e-10
"Cstb",424.952669544639,-0.755904453202257,0.111116725027008,-6.80279636588036,1.02607639489813e-11,5.01279511755705e-10
"Bst2",1006.48438759911,-0.611895162882765,0.0900058996897895,-6.79838949437422,1.05795114655232e-11,5.13106306077876e-10
"Rpl22",1618.51091254699,-0.550853073401325,0.0810900267741824,-6.79310508720545,1.09745376902469e-11,5.28435832811673e-10
"Rpl18a",2974.96882075927,-0.504216718222438,0.0745702309397027,-6.76163546590256,1.3644265587481e-11,6.52293354121504e-10
"Ndufc2",361.682984346386,-0.818456763865348,0.121367976425842,-6.74359734724126,1.5451236798631e-11,7.33440623356293e-10
"Serf2",1226.76117720448,-0.626851646870627,0.0932857987201459,-6.71968997929856,1.82111606425687e-11,8.58361254793749e-10
"Junb",4032.51120721511,-0.544898499795867,0.0814463885427881,-6.69027208627676,2.22756036573403e-11,1.04259171523481e-09
"Rps9",3828.14465899764,-0.489414994340101,0.0732037086615627,-6.6856584630538,2.29888610004114e-11,1.06850310191496e-09
"Bsg",363.031070781073,-0.828181307813546,0.12441600807562,-6.65654943140577,2.80330880235938e-11,1.29396867684078e-09
"Atp5g2",641.909887379482,-0.685296677095648,0.10298978221119,-6.65402588861084,2.85182477246488e-11,1.30734679466489e-09
"Socs3",690.295121264876,-0.772367611688744,0.11614405651695,-6.65008296465026,2.92927853988827e-11,1.33371845356954e-09
"S100a5",85.6380072526172,-1.46849927157238,0.220973686816992,-6.64558433506418,3.0201647047951e-11,1.36580826818876e-09
"Txn1",372.855511318819,-0.890298919522929,0.134232172308895,-6.6325300724045,3.29981082984156e-11,1.45300222921905e-09
"Tnrc6a",133.350309772988,1.16561991757094,0.175685240510086,6.63470599002324,3.25149981760374e-11,1.45300222921905e-09
"Gng13",71.9714509986448,-1.59433691479413,0.240371030027967,-6.63281641971843,3.29341326258408e-11,1.45300222921905e-09
"Obp1b",439.984362270095,0.883600772278468,0.133205778605556,6.63335165732528,3.2814875266696e-11,1.45300222921905e-09
"Arpc3",772.599870459261,-0.642076764261317,0.0969901123155211,-6.62002289648413,3.5914323647597e-11,1.57107560897625e-09
"Ube2s",212.393567326375,-1.04137538804763,0.157788691585442,-6.59981002177033,4.11684990350318e-11,1.78922574052901e-09
"Srsf7",328.140442440515,-0.884650259871516,0.134381777982088,-6.58311173699036,4.60702639526265e-11,1.98934372022535e-09
"Ubc",2345.05962389155,-0.638460415427323,0.0971673430460311,-6.57073040604666,5.00690416990908e-11,2.1481544621283e-09
"H2-K1",1551.99787379527,-0.534692405980469,0.0817151783086737,-6.5433670591858,6.01489545868221e-11,2.56418441432866e-09
"Selenok",496.480240272272,-0.690010052002781,0.105790990024542,-6.522389589536,6.91959973520367e-11,2.93119500175431e-09
"Rbpj",320.554878172277,0.865607056727148,0.132925417799779,6.51197544498964,7.41688460073445e-11,3.12208859325256e-09
"Cd81",805.711771239096,-0.73161599041087,0.112427761275465,-6.5074318132005,7.64464318748791e-11,3.19784980336603e-09
"Ost4",275.857758754665,-0.838229907061082,0.12883792372463,-6.50608052992737,7.71368861038658e-11,3.20669055088928e-09
"Rpl23a",1911.49229455033,-0.524115534752156,0.0806349085411437,-6.49985898458268,8.03953359207855e-11,3.32151841554208e-09
"Atp5g1",297.948653731176,-0.813301836760865,0.125215800153922,-6.49520137044297,8.29224194092817e-11,3.40490646077498e-09
"Tle4",131.544990148608,1.19358317229111,0.184255021433824,6.47788680603087,9.30160887438739e-11,3.79607732904115e-09
"Atp6v1f",404.155120200359,-0.741540927815088,0.114617220301715,-6.46971655623017,9.81869209719315e-11,3.98281855797053e-09
"Rbm3",640.630821811614,-0.753161127578272,0.116440283411944,-6.46821791831034,9.91654218355945e-11,3.99827812256406e-09
"Eif3f",466.619394402396,-0.710169584257674,0.109984408979235,-6.45700232286334,1.06797259086832e-10,4.28020392256387e-09
"Ppib",532.639898957547,-0.715759020954168,0.110873636535788,-6.45562861756713,1.07770605380068e-10,4.29350393933807e-09
"Rpl34",2958.2200835649,-0.473765624028585,0.0735914861524527,-6.43777763975479,1.21235428905162e-10,4.80135340628552e-09
"Ier5",1011.70520951117,-0.675483260690617,0.105162628336835,-6.42322535461031,1.33416750807161e-10,5.25269595971956e-09
"Hes1",33.7203575326295,2.619223885738,0.40905339568888,6.40313444000876,1.5221904311639e-10,5.95790675776605e-09
"Tsc22d4",283.642443465641,0.817038997290453,0.127729829595682,6.39661854929832,1.58855508603973e-10,6.14577987911209e-09
"Omp",65.6284844470378,-1.62569395926851,0.254123326126734,-6.39726381693021,1.5818588746336e-10,6.14577987911209e-09
"Ndufb8",295.160682107447,-0.809705904871175,0.12672951377622,-6.38924494179754,1.66706844719392e-10,6.4124650098097e-09
"Rdx",176.435381685378,1.06346890907685,0.166960297862708,6.36959158968045,1.8953221116222e-10,7.24879479604994e-09
"Rps26",2156.60305364947,-0.500324239653131,0.0789378878810083,-6.33820150353306,2.32462679026793e-10,8.84018585639959e-09
"Clk1",567.479800875137,0.717925621613337,0.1133341653068,6.3345913358949,2.37971166938354e-10,8.99853683795707e-09
"Lyz2",8041.8387570474,-0.677508308176704,0.107315665773691,-6.313228393005,2.73273731275788e-10,1.02753993451059e-08
"Atp5o",237.942093426939,-0.896097180467145,0.142200761946797,-6.30163416988166,2.94523669461748e-10,1.10125526240641e-08
"Cox5b",395.855819025457,-0.805603682423483,0.12831065651845,-6.27854072516293,3.41765513537118e-10,1.27079810116885e-08
"Rps25",2449.48768428277,-0.488052541207547,0.0777765817255428,-6.27505774077063,3.49504564751582e-10,1.2923945038024e-08
"Psmb2",204.285211027247,-0.947276246691426,0.151022976848507,-6.27239819038694,3.55528926719289e-10,1.30744786073198e-08
"Prpf4b",267.255438335488,0.819492623440681,0.130852609857897,6.26271515967952,3.78331323249717e-10,1.38370029863954e-08
"St13",264.472126223719,0.899190765627668,0.143640401308484,6.2600129033095,3.84945619847669e-10,1.4002396921959e-08
"Wdr43",67.9587160357192,1.54515819354808,0.247955090131558,6.23160505690067,4.61680217653439e-10,1.67028416040782e-08
"Actb",7769.88701127916,-0.450080002558841,0.0723725447099069,-6.21893294429414,5.00547146671049e-10,1.80116239390824e-08
"Lyn",474.904194229924,0.688712551970961,0.111277387776037,6.18915096530752,6.04891315259577e-10,2.16499335456275e-08
"Rhoa",576.059675418322,-0.632333777639636,0.102319105189648,-6.18001668864881,6.40948257654081e-10,2.28184398323338e-08
"Ndufa13",404.395511063716,-0.693077405335554,0.112479335262672,-6.16181989088945,7.19136194403301e-10,2.54665531700597e-08
"H2-D1",1876.97429557291,-0.507788301089941,0.0824697899899353,-6.15726438920133,7.40122338246819e-10,2.60717832099261e-08
"Rplp2",2736.48918475363,-0.456047282081657,0.0743573668331717,-6.13318224547737,8.61383734197186e-10,3.01845095967632e-08
"Pnrc1",739.272152600484,-0.633528577201627,0.103363771130056,-6.12911632649801,8.83685005677282e-10,3.08047069947815e-08
"Cxcl10",310.550981682889,-0.861375076657674,0.140817778659643,-6.11694833462484,9.5384273767085e-10,3.29075744496443e-08
"Wdr45b",93.5579675430954,1.30009091267977,0.212531338007317,6.11717276552885,9.52500856782635e-10,3.29075744496443e-08
"Cebpb",1040.87707091658,-0.687320088443035,0.11241872256342,-6.11392900373238,9.72075653087213e-10,3.33646274159627e-08
"Pdia3",660.443606230919,-0.649967376734199,0.106700231447732,-6.0915273370573,1.11838482370868e-09,3.81905593116438e-08
"Ndufa4",493.539338868507,-0.718779217164587,0.118152267420325,-6.08349913935667,1.17587549289762e-09,3.99499222028618e-08
"Hsp90aa1",576.840167055982,-0.72672724343155,0.119754134751284,-6.06849396006977,1.29115270991366e-09,4.36448741790511e-08
"mt-Nd6",93.6201580075742,1.39390890173766,0.230066619173976,6.05871858656551,1.3721019818753e-09,4.61481334909116e-08
"Atpif1",554.115807205311,-0.692414814311684,0.115911598598457,-5.97364562894485,2.32009487306503e-09,7.76419749271212e-08
"Akap13",334.019913976643,0.748648838323117,0.125640556600943,5.95865585585522,2.54321028486046e-09,8.46851066496073e-08
"Bcl2a1b",966.693152671495,-0.64925318364837,0.109029261206092,-5.95485263741374,2.60306273419578e-09,8.62490043562987e-08
"Mafb",1019.12578769109,-0.567100700083329,0.0954232507591081,-5.94300336209411,2.79846692770498e-09,9.22666953060564e-08
"Gngt2",262.054350635239,-0.856296648090225,0.144439983022799,-5.92839067251251,3.05917982535874e-09,1.00368091034932e-07
"Ssr4",471.507530332597,-0.681818754795636,0.11510034469276,-5.92368994737271,3.14796731883418e-09,1.02777293975401e-07
"Trem2",894.43937752301,-0.606192235603879,0.102529382442964,-5.91237576156374,3.37208176345728e-09,1.09559918654464e-07
"Cox6a1",335.053459159952,-0.710182882979515,0.120177870751592,-5.90943139979127,3.43290599481036e-09,1.1046365299647e-07
"Clic1",741.929694242762,-0.556278513414124,0.0941319887273765,-5.90955870511998,3.43025418672179e-09,1.1046365299647e-07
"Rpl35a",3768.72574883004,-0.451381271507591,0.0766967310292807,-5.88527392823647,3.97395246952844e-09,1.27261549658153e-07
"Trmt112",193.907612417223,-0.863720636448453,0.146886181637389,-5.88020348013864,4.09762440146557e-09,1.30597143423853e-07
"Atp5f1",374.894658583246,-0.697840088520727,0.119647473273836,-5.83246824547301,5.46134007449216e-09,1.73235777813157e-07
"Clec2d",308.482520869269,0.749459873445739,0.128579639773728,5.82876009580231,5.58407115155703e-09,1.76293340647977e-07
"Tmem59",419.228705628613,-0.649447408604517,0.11157595169021,-5.82067550190118,5.86102633497253e-09,1.84168306384841e-07
"Atp6v1g1",461.961192241772,-0.697199501316717,0.119974356180792,-5.81123769704664,6.20126391550569e-09,1.93948875637755e-07
"Mef2c",764.902142423857,0.588675813556036,0.101414073163572,5.80467577321892,6.44906747092101e-09,2.00760970152904e-07
"Pla2g2d",94.2678060928012,1.36360297202124,0.236349446854349,5.76943585089737,7.95373476015213e-09,2.46455309026381e-07
"Nudcd3",76.5495280522815,1.4682919056829,0.255047736376232,5.75692976751991,8.56575267597756e-09,2.64196233457686e-07
"Pdcd4",94.5289837796714,1.18779752649477,0.206489375137662,5.75234210333046,8.80154614170117e-09,2.70223616176174e-07
"Elob",518.466995015596,-0.619699163098659,0.107870647601117,-5.74483584626446,9.20102029456479e-09,2.81198305166768e-07
"Rpl35",1342.63278631501,0.472345198261464,0.0822823106283048,5.7405436801015,9.43730742307515e-09,2.871086299211e-07
"Id2",372.489851685115,-0.772032368315071,0.134664277295244,-5.73301534617403,9.86607028978714e-09,2.98794608368984e-07
"Phlda1",199.62628749997,-0.863623395752498,0.150718713012447,-5.73003430357833,1.004103266854e-08,3.02723565993416e-07
"Rpl36al",837.64256086658,-0.567034294136261,0.0991987290408811,-5.7161447492193,1.08967926358005e-08,3.27050372696919e-07
