seurat_clusters,organ_custom,time,mouse_id,n_cells
15,LNG,Naive,m1_Sinus_Naive,19
15,LNG,Naive,m2_Sinus_Naive,36
15,LNG,Naive,m3_Sinus_Naive,12
15,OM,D02,m1_ET_D2,19
15,OM,D02,m2_ET_D2,67
15,OM,D02,m3_ET_D2,31
15,OM,D05,m1_ET_D5,8
15,OM,D05,m2_ET_D5,12
15,OM,D05,m3_ET_D5,23
15,OM,D08,m1_ET_D8,20
15,OM,D08,m2_ET_D8,28
15,OM,D08,m3_ET_D8,22
15,OM,D14,m1_ET_D14,3
15,OM,D14,m2_ET_D14,13
15,OM,D14,m3_ET_D14,11
15,OM,Naive,m1_ET_Naive,26
15,OM,Naive,m2_ET_Naive,14
15,OM,Naive,m3_ET_Naive,16
15,RM,D02,m1_RT_D2,165
15,RM,D02,m2_RT_D2,203
15,RM,D02,m3_RT_D2,143
15,RM,D05,m1_RT_D5,38
15,RM,D05,m2_RT_D5,150
15,RM,D05,m3_RT_D5,82
15,RM,D08,m1_RT_D8,49
15,RM,D08,m2_RT_D8,82
15,RM,D08,m3_RT_D8,49
15,RM,D14,m1_RT_D14,38
15,RM,D14,m2_RT_D14,65
15,RM,D14,m3_RT_D14,48
15,RM,Naive,m1_RT_Naive,148
15,RM,Naive,m2_RT_Naive,126
15,RM,Naive,m3_RT_Naive,71
16,LNG,D02,m1_Sinus_D2,18
16,LNG,D02,m2_Sinus_D2,25
16,LNG,D02,m3_Sinus_D2,13
16,LNG,D05,m1_Sinus_D5,5
16,LNG,D05,m2_Sinus_D5,3
16,LNG,D05,m3_Sinus_D5,45
16,LNG,D08,m1_Sinus_D8,8
16,LNG,D08,m2_Sinus_D8,10
16,LNG,D08,m3_Sinus_D8,14
16,LNG,D14,m1_Sinus_D14,32
16,LNG,D14,m2_Sinus_D14,49
16,LNG,D14,m3_Sinus_D14,10
16,LNG,Naive,m1_Sinus_Naive,14
16,LNG,Naive,m2_Sinus_Naive,11
16,LNG,Naive,m3_Sinus_Naive,13
16,OM,D02,m1_ET_D2,24
16,OM,D02,m2_ET_D2,25
16,OM,D02,m3_ET_D2,18
16,OM,D05,m1_ET_D5,3
16,OM,D05,m2_ET_D5,3
16,OM,D08,m1_ET_D8,20
16,OM,D08,m2_ET_D8,18
16,OM,D08,m3_ET_D8,6
16,OM,D14,m1_ET_D14,7
16,OM,D14,m2_ET_D14,49
16,OM,D14,m3_ET_D14,12
16,OM,Naive,m1_ET_Naive,30
16,OM,Naive,m2_ET_Naive,27
16,OM,Naive,m3_ET_Naive,12
16,RM,D02,m1_RT_D2,61
16,RM,D02,m2_RT_D2,47
16,RM,D02,m3_RT_D2,24
16,RM,D05,m1_RT_D5,62
16,RM,D05,m2_RT_D5,175
16,RM,D05,m3_RT_D5,216
16,RM,D08,m1_RT_D8,263
16,RM,D08,m2_RT_D8,217
16,RM,D08,m3_RT_D8,106
16,RM,D14,m1_RT_D14,65
16,RM,D14,m2_RT_D14,32
16,RM,D14,m3_RT_D14,43
16,RM,Naive,m1_RT_Naive,68
16,RM,Naive,m2_RT_Naive,73
16,RM,Naive,m3_RT_Naive,67
17,LNG,D02,m1_Sinus_D2,11
17,LNG,D02,m2_Sinus_D2,30
17,LNG,D02,m3_Sinus_D2,3
17,LNG,D05,m2_Sinus_D5,2
17,LNG,D05,m3_Sinus_D5,9
17,LNG,D08,m1_Sinus_D8,1
17,LNG,D08,m2_Sinus_D8,7
17,LNG,D08,m3_Sinus_D8,2
17,LNG,D14,m1_Sinus_D14,1
17,LNG,D14,m2_Sinus_D14,5
17,LNG,D14,m3_Sinus_D14,3
17,LNG,Naive,m2_Sinus_Naive,2
17,LNG,Naive,m3_Sinus_Naive,3
17,OM,D02,m1_ET_D2,43
17,OM,D02,m2_ET_D2,129
17,OM,D02,m3_ET_D2,52
17,OM,D05,m1_ET_D5,26
17,OM,D05,m2_ET_D5,30
17,OM,D05,m3_ET_D5,98
17,OM,D08,m1_ET_D8,27
17,OM,D08,m2_ET_D8,75
17,OM,D08,m3_ET_D8,70
17,OM,D14,m1_ET_D14,23
17,OM,D14,m2_ET_D14,64
17,OM,D14,m3_ET_D14,30
17,OM,Naive,m1_ET_Naive,62
17,OM,Naive,m2_ET_Naive,69
17,OM,Naive,m3_ET_Naive,61
17,RM,D02,m1_RT_D2,82
17,RM,D02,m2_RT_D2,100
17,RM,D02,m3_RT_D2,59
17,RM,D05,m1_RT_D5,48
17,RM,D05,m2_RT_D5,98
17,RM,D05,m3_RT_D5,79
17,RM,D08,m1_RT_D8,26
17,RM,D08,m2_RT_D8,70
17,RM,D08,m3_RT_D8,48
17,RM,D14,m1_RT_D14,40
17,RM,D14,m2_RT_D14,38
17,RM,D14,m3_RT_D14,45
17,RM,Naive,m1_RT_Naive,84
17,RM,Naive,m2_RT_Naive,68
17,RM,Naive,m3_RT_Naive,47
18,LNG,D02,m1_Sinus_D2,10
18,LNG,D02,m2_Sinus_D2,49
18,LNG,D02,m3_Sinus_D2,5
18,LNG,D05,m1_Sinus_D5,7
18,LNG,D05,m2_Sinus_D5,6
18,LNG,D05,m3_Sinus_D5,5
18,LNG,D08,m1_Sinus_D8,8
18,LNG,D08,m2_Sinus_D8,15
18,LNG,D08,m3_Sinus_D8,4
18,LNG,D14,m1_Sinus_D14,7
18,LNG,D14,m2_Sinus_D14,11
18,LNG,D14,m3_Sinus_D14,2
18,LNG,Naive,m1_Sinus_Naive,4
18,LNG,Naive,m2_Sinus_Naive,1
18,LNG,Naive,m3_Sinus_Naive,6
18,OM,D02,m1_ET_D2,47
18,OM,D02,m2_ET_D2,199
18,OM,D02,m3_ET_D2,115
18,OM,D05,m1_ET_D5,7
18,OM,D05,m2_ET_D5,17
18,OM,D05,m3_ET_D5,33
18,OM,D08,m1_ET_D8,94
18,OM,D08,m2_ET_D8,94
18,OM,D08,m3_ET_D8,100
18,OM,D14,m1_ET_D14,22
18,OM,D14,m2_ET_D14,39
18,OM,D14,m3_ET_D14,21
18,OM,Naive,m1_ET_Naive,50
18,OM,Naive,m2_ET_Naive,82
18,OM,Naive,m3_ET_Naive,79
18,RM,D02,m1_RT_D2,45
18,RM,D02,m2_RT_D2,93
18,RM,D02,m3_RT_D2,40
18,RM,D05,m1_RT_D5,21
18,RM,D05,m2_RT_D5,105
18,RM,D05,m3_RT_D5,43
18,RM,D08,m1_RT_D8,27
18,RM,D08,m2_RT_D8,56
18,RM,D08,m3_RT_D8,31
18,RM,D14,m1_RT_D14,31
18,RM,D14,m2_RT_D14,28
18,RM,D14,m3_RT_D14,25
18,RM,Naive,m1_RT_Naive,53
18,RM,Naive,m2_RT_Naive,51
18,RM,Naive,m3_RT_Naive,45
19,LNG,D02,m1_Sinus_D2,20
19,LNG,D02,m2_Sinus_D2,33
19,LNG,D02,m3_Sinus_D2,5
19,LNG,D05,m1_Sinus_D5,2
19,LNG,D05,m2_Sinus_D5,4
19,LNG,D05,m3_Sinus_D5,18
19,LNG,D08,m1_Sinus_D8,3
19,LNG,D08,m2_Sinus_D8,5
19,LNG,D08,m3_Sinus_D8,6
19,LNG,D14,m2_Sinus_D14,12
19,LNG,D14,m3_Sinus_D14,3
19,LNG,Naive,m2_Sinus_Naive,2
19,LNG,Naive,m3_Sinus_Naive,7
19,OM,D02,m1_ET_D2,62
19,OM,D02,m2_ET_D2,95
19,OM,D02,m3_ET_D2,78
19,OM,D05,m1_ET_D5,41
19,OM,D05,m2_ET_D5,37
19,OM,D05,m3_ET_D5,110
19,OM,D08,m1_ET_D8,70
19,OM,D08,m2_ET_D8,131
19,OM,D08,m3_ET_D8,84
19,OM,D14,m1_ET_D14,42
19,OM,D14,m2_ET_D14,53
19,OM,D14,m3_ET_D14,53
19,OM,Naive,m1_ET_Naive,60
19,OM,Naive,m2_ET_Naive,21
19,OM,Naive,m3_ET_Naive,115
19,RM,D02,m1_RT_D2,47
19,RM,D02,m2_RT_D2,29
19,RM,D02,m3_RT_D2,36
19,RM,D05,m1_RT_D5,35
19,RM,D05,m2_RT_D5,72
19,RM,D05,m3_RT_D5,63
19,RM,D08,m1_RT_D8,8
19,RM,D08,m2_RT_D8,41
19,RM,D08,m3_RT_D8,11
19,RM,D14,m1_RT_D14,23
19,RM,D14,m2_RT_D14,23
19,RM,D14,m3_RT_D14,34
19,RM,Naive,m1_RT_Naive,54
19,RM,Naive,m2_RT_Naive,22
19,RM,Naive,m3_RT_Naive,44
20,LNG,D02,m1_Sinus_D2,91
20,LNG,D02,m2_Sinus_D2,158
20,LNG,D02,m3_Sinus_D2,54
20,LNG,D05,m1_Sinus_D5,104
20,LNG,D05,m2_Sinus_D5,151
20,LNG,D05,m3_Sinus_D5,82
20,LNG,D08,m1_Sinus_D8,97
20,LNG,D08,m2_Sinus_D8,134
20,LNG,D08,m3_Sinus_D8,39
20,LNG,D14,m1_Sinus_D14,85
20,LNG,D14,m2_Sinus_D14,137
20,LNG,D14,m3_Sinus_D14,32
20,LNG,Naive,m1_Sinus_Naive,43
20,LNG,Naive,m2_Sinus_Naive,47
20,LNG,Naive,m3_Sinus_Naive,64
20,OM,D02,m1_ET_D2,4
20,OM,D02,m3_ET_D2,1
20,OM,D05,m2_ET_D5,1
20,OM,D05,m3_ET_D5,4
20,OM,D08,m2_ET_D8,2
20,OM,D14,m3_ET_D14,1
20,OM,Naive,m1_ET_Naive,2
20,RM,D02,m1_RT_D2,37
20,RM,D02,m2_RT_D2,21
20,RM,D02,m3_RT_D2,14
20,RM,D05,m1_RT_D5,9
20,RM,D05,m2_RT_D5,36
20,RM,D05,m3_RT_D5,35
20,RM,D08,m1_RT_D8,16
20,RM,D08,m2_RT_D8,30
20,RM,D08,m3_RT_D8,17
20,RM,D14,m1_RT_D14,15
20,RM,D14,m2_RT_D14,12
20,RM,D14,m3_RT_D14,28
20,RM,Naive,m1_RT_Naive,15
20,RM,Naive,m2_RT_Naive,11
20,RM,Naive,m3_RT_Naive,17
21,LNG,D02,m1_Sinus_D2,5
21,LNG,D02,m2_Sinus_D2,10
21,LNG,D02,m3_Sinus_D2,8
21,LNG,D05,m1_Sinus_D5,1
21,LNG,D05,m3_Sinus_D5,3
21,LNG,D08,m1_Sinus_D8,1
21,LNG,D08,m2_Sinus_D8,1
21,LNG,D08,m3_Sinus_D8,1
21,LNG,D14,m1_Sinus_D14,2
21,LNG,D14,m2_Sinus_D14,2
21,LNG,D14,m3_Sinus_D14,1
21,LNG,Naive,m1_Sinus_Naive,3
21,LNG,Naive,m3_Sinus_Naive,9
21,OM,D02,m1_ET_D2,191
21,OM,D02,m2_ET_D2,177
21,OM,D02,m3_ET_D2,101
21,OM,D05,m1_ET_D5,4
21,OM,D05,m2_ET_D5,17
21,OM,D05,m3_ET_D5,10
21,OM,D08,m1_ET_D8,48
21,OM,D08,m2_ET_D8,61
21,OM,D08,m3_ET_D8,49
21,OM,D14,m1_ET_D14,38
21,OM,D14,m2_ET_D14,130
21,OM,D14,m3_ET_D14,28
21,OM,Naive,m1_ET_Naive,263
21,OM,Naive,m2_ET_Naive,139
21,OM,Naive,m3_ET_Naive,64
21,RM,D02,m1_RT_D2,30
21,RM,D02,m2_RT_D2,20
21,RM,D02,m3_RT_D2,5
21,RM,D05,m1_RT_D5,4
21,RM,D05,m2_RT_D5,26
21,RM,D05,m3_RT_D5,5
21,RM,D08,m1_RT_D8,1
21,RM,D08,m2_RT_D8,36
21,RM,D08,m3_RT_D8,1
21,RM,D14,m1_RT_D14,8
21,RM,D14,m2_RT_D14,5
21,RM,D14,m3_RT_D14,10
21,RM,Naive,m1_RT_Naive,16
21,RM,Naive,m2_RT_Naive,9
21,RM,Naive,m3_RT_Naive,6
22,LNG,D02,m1_Sinus_D2,13
22,LNG,D02,m2_Sinus_D2,57
22,LNG,D02,m3_Sinus_D2,14
22,LNG,D05,m1_Sinus_D5,5
22,LNG,D05,m2_Sinus_D5,15
22,LNG,D05,m3_Sinus_D5,4
22,LNG,D08,m1_Sinus_D8,2
22,LNG,D08,m2_Sinus_D8,12
22,LNG,D08,m3_Sinus_D8,8
22,LNG,D14,m1_Sinus_D14,7
22,LNG,D14,m2_Sinus_D14,20
22,LNG,D14,m3_Sinus_D14,7
22,LNG,Naive,m1_Sinus_Naive,3
22,LNG,Naive,m2_Sinus_Naive,10
22,LNG,Naive,m3_Sinus_Naive,2
22,OM,D02,m1_ET_D2,28
22,OM,D02,m2_ET_D2,66
22,OM,D02,m3_ET_D2,61
22,OM,D05,m1_ET_D5,14
22,OM,D05,m2_ET_D5,13
22,OM,D05,m3_ET_D5,50
22,OM,D08,m1_ET_D8,40
22,OM,D08,m2_ET_D8,39
22,OM,D08,m3_ET_D8,30
22,OM,D14,m1_ET_D14,5
22,OM,D14,m2_ET_D14,28
22,OM,D14,m3_ET_D14,20
22,OM,Naive,m1_ET_Naive,29
22,OM,Naive,m2_ET_Naive,39
22,OM,Naive,m3_ET_Naive,25
22,RM,D02,m1_RT_D2,55
22,RM,D02,m2_RT_D2,129
22,RM,D02,m3_RT_D2,64
22,RM,D05,m1_RT_D5,19
22,RM,D05,m2_RT_D5,100
22,RM,D05,m3_RT_D5,36
22,RM,D08,m1_RT_D8,25
22,RM,D08,m2_RT_D8,32
22,RM,D08,m3_RT_D8,33
22,RM,D14,m1_RT_D14,20
22,RM,D14,m2_RT_D14,33
22,RM,D14,m3_RT_D14,38
22,RM,Naive,m1_RT_Naive,48
22,RM,Naive,m2_RT_Naive,56
22,RM,Naive,m3_RT_Naive,38
23,LNG,D02,m1_Sinus_D2,43
23,LNG,D02,m2_Sinus_D2,181
23,LNG,D02,m3_Sinus_D2,44
23,LNG,D05,m1_Sinus_D5,74
23,LNG,D05,m2_Sinus_D5,165
23,LNG,D05,m3_Sinus_D5,103
23,LNG,D08,m1_Sinus_D8,88
23,LNG,D08,m2_Sinus_D8,231
23,LNG,D08,m3_Sinus_D8,31
23,LNG,D14,m1_Sinus_D14,53
23,LNG,D14,m2_Sinus_D14,95
23,LNG,D14,m3_Sinus_D14,15
23,LNG,Naive,m1_Sinus_Naive,36
23,LNG,Naive,m2_Sinus_Naive,78
23,LNG,Naive,m3_Sinus_Naive,71
23,OM,D02,m1_ET_D2,7
23,OM,D02,m2_ET_D2,3
23,OM,D02,m3_ET_D2,1
23,OM,D05,m2_ET_D5,1
23,OM,D14,m2_ET_D14,2
23,OM,D14,m3_ET_D14,5
23,OM,Naive,m3_ET_Naive,1
23,RM,D02,m3_RT_D2,1
23,RM,D05,m1_RT_D5,3
23,RM,D05,m3_RT_D5,3
23,RM,D08,m3_RT_D8,1
23,RM,Naive,m1_RT_Naive,2
23,RM,Naive,m2_RT_Naive,2
23,RM,Naive,m3_RT_Naive,1
24,LNG,D02,m1_Sinus_D2,17
24,LNG,D02,m2_Sinus_D2,34
24,LNG,D02,m3_Sinus_D2,6
24,LNG,D05,m1_Sinus_D5,29
24,LNG,D05,m2_Sinus_D5,22
24,LNG,D05,m3_Sinus_D5,15
24,LNG,D08,m1_Sinus_D8,14
24,LNG,D08,m2_Sinus_D8,30
24,LNG,D08,m3_Sinus_D8,5
24,LNG,D14,m1_Sinus_D14,23
24,LNG,D14,m2_Sinus_D14,16
24,LNG,D14,m3_Sinus_D14,3
24,LNG,Naive,m1_Sinus_Naive,7
24,LNG,Naive,m2_Sinus_Naive,8
24,LNG,Naive,m3_Sinus_Naive,6
24,OM,D02,m3_ET_D2,1
24,OM,D14,m3_ET_D14,1
24,RM,D02,m1_RT_D2,72
24,RM,D02,m2_RT_D2,63
24,RM,D02,m3_RT_D2,31
24,RM,D05,m1_RT_D5,42
24,RM,D05,m2_RT_D5,108
24,RM,D05,m3_RT_D5,56
24,RM,D08,m1_RT_D8,60
24,RM,D08,m2_RT_D8,90
24,RM,D08,m3_RT_D8,68
24,RM,D14,m1_RT_D14,31
24,RM,D14,m2_RT_D14,42
24,RM,D14,m3_RT_D14,20
24,RM,Naive,m1_RT_Naive,19
24,RM,Naive,m2_RT_Naive,28
24,RM,Naive,m3_RT_Naive,23
25,LNG,D02,m1_Sinus_D2,2
25,LNG,D02,m2_Sinus_D2,19
25,LNG,D02,m3_Sinus_D2,5
25,LNG,D05,m1_Sinus_D5,1
25,LNG,D05,m2_Sinus_D5,4
25,LNG,D05,m3_Sinus_D5,1
25,LNG,D08,m2_Sinus_D8,6
25,LNG,D14,m2_Sinus_D14,1
25,LNG,Naive,m1_Sinus_Naive,2
25,LNG,Naive,m2_Sinus_Naive,3
25,OM,D02,m1_ET_D2,26
25,OM,D02,m2_ET_D2,65
25,OM,D02,m3_ET_D2,32
25,OM,D05,m1_ET_D5,9
25,OM,D05,m2_ET_D5,8
25,OM,D05,m3_ET_D5,55
25,OM,D08,m1_ET_D8,24
25,OM,D08,m2_ET_D8,45
25,OM,D08,m3_ET_D8,27
25,OM,D14,m1_ET_D14,6
25,OM,D14,m2_ET_D14,19
25,OM,D14,m3_ET_D14,6
25,OM,Naive,m1_ET_Naive,52
25,OM,Naive,m2_ET_Naive,53
25,OM,Naive,m3_ET_Naive,70
25,RM,D02,m1_RT_D2,24
25,RM,D02,m2_RT_D2,48
25,RM,D02,m3_RT_D2,34
25,RM,D05,m1_RT_D5,10
25,RM,D05,m2_RT_D5,39
25,RM,D05,m3_RT_D5,18
25,RM,D08,m1_RT_D8,7
25,RM,D08,m2_RT_D8,30
25,RM,D08,m3_RT_D8,17
25,RM,D14,m1_RT_D14,5
25,RM,D14,m2_RT_D14,10
25,RM,D14,m3_RT_D14,10
25,RM,Naive,m1_RT_Naive,25
25,RM,Naive,m2_RT_Naive,31
25,RM,Naive,m3_RT_Naive,13
26,LNG,D02,m1_Sinus_D2,3
26,LNG,D02,m2_Sinus_D2,2
26,LNG,D02,m3_Sinus_D2,2
26,LNG,D05,m3_Sinus_D5,26
26,LNG,D08,m1_Sinus_D8,1
26,LNG,D08,m3_Sinus_D8,1
26,LNG,D14,m1_Sinus_D14,2
26,LNG,D14,m2_Sinus_D14,101
26,LNG,Naive,m3_Sinus_Naive,4
26,OM,D02,m1_ET_D2,65
26,OM,D02,m2_ET_D2,62
26,OM,D02,m3_ET_D2,40
26,OM,D05,m1_ET_D5,9
26,OM,D05,m2_ET_D5,37
26,OM,D05,m3_ET_D5,10
26,OM,D08,m1_ET_D8,23
26,OM,D08,m2_ET_D8,10
26,OM,D08,m3_ET_D8,40
26,OM,D14,m1_ET_D14,6
26,OM,D14,m2_ET_D14,31
26,OM,D14,m3_ET_D14,35
26,OM,Naive,m1_ET_Naive,49
26,OM,Naive,m2_ET_Naive,65
26,OM,Naive,m3_ET_Naive,39
26,RM,D02,m1_RT_D2,15
26,RM,D02,m2_RT_D2,17
26,RM,D02,m3_RT_D2,8
26,RM,D05,m1_RT_D5,3
26,RM,D05,m2_RT_D5,14
26,RM,D05,m3_RT_D5,4
26,RM,D08,m1_RT_D8,3
26,RM,D08,m2_RT_D8,23
26,RM,D14,m1_RT_D14,4
26,RM,D14,m2_RT_D14,24
26,RM,D14,m3_RT_D14,12
26,RM,Naive,m1_RT_Naive,3
26,RM,Naive,m2_RT_Naive,1
26,RM,Naive,m3_RT_Naive,4
27,LNG,D02,m1_Sinus_D2,3
27,LNG,D02,m2_Sinus_D2,7
27,LNG,D02,m3_Sinus_D2,3
27,LNG,D05,m1_Sinus_D5,2
27,LNG,D05,m2_Sinus_D5,2
27,LNG,D05,m3_Sinus_D5,2
27,LNG,D08,m1_Sinus_D8,2
27,LNG,D08,m2_Sinus_D8,3
27,LNG,D08,m3_Sinus_D8,3
27,LNG,D14,m1_Sinus_D14,2
27,LNG,D14,m2_Sinus_D14,2
27,LNG,D14,m3_Sinus_D14,4
27,LNG,Naive,m1_Sinus_Naive,2
27,LNG,Naive,m2_Sinus_Naive,3
27,LNG,Naive,m3_Sinus_Naive,2
27,OM,D02,m1_ET_D2,33
27,OM,D02,m2_ET_D2,24
27,OM,D02,m3_ET_D2,27
27,OM,D05,m1_ET_D5,12
27,OM,D05,m2_ET_D5,17
27,OM,D05,m3_ET_D5,22
27,OM,D08,m1_ET_D8,29
27,OM,D08,m2_ET_D8,24
27,OM,D08,m3_ET_D8,22
27,OM,D14,m1_ET_D14,3
27,OM,D14,m2_ET_D14,10
27,OM,D14,m3_ET_D14,8
27,OM,Naive,m1_ET_Naive,25
27,OM,Naive,m2_ET_Naive,12
27,OM,Naive,m3_ET_Naive,42
27,RM,D02,m1_RT_D2,33
27,RM,D02,m2_RT_D2,34
27,RM,D02,m3_RT_D2,34
27,RM,D05,m1_RT_D5,17
27,RM,D05,m2_RT_D5,33
27,RM,D05,m3_RT_D5,27
27,RM,D08,m1_RT_D8,15
27,RM,D08,m2_RT_D8,18
27,RM,D08,m3_RT_D8,20
27,RM,D14,m1_RT_D14,15
27,RM,D14,m2_RT_D14,19
27,RM,D14,m3_RT_D14,14
27,RM,Naive,m1_RT_Naive,31
27,RM,Naive,m2_RT_Naive,25
27,RM,Naive,m3_RT_Naive,23
28,LNG,D02,m1_Sinus_D2,10
28,LNG,D02,m2_Sinus_D2,17
28,LNG,D02,m3_Sinus_D2,4
28,LNG,D05,m1_Sinus_D5,22
28,LNG,D05,m2_Sinus_D5,16
28,LNG,D05,m3_Sinus_D5,29
28,LNG,D08,m1_Sinus_D8,26
28,LNG,D08,m2_Sinus_D8,18
28,LNG,D08,m3_Sinus_D8,5
28,LNG,D14,m1_Sinus_D14,5
28,LNG,D14,m2_Sinus_D14,9
28,LNG,D14,m3_Sinus_D14,2
28,LNG,Naive,m1_Sinus_Naive,4
28,LNG,Naive,m2_Sinus_Naive,10
28,LNG,Naive,m3_Sinus_Naive,20
28,OM,Naive,m1_ET_Naive,2
28,OM,Naive,m2_ET_Naive,1
28,RM,D02,m1_RT_D2,98
28,RM,D02,m2_RT_D2,129
28,RM,D02,m3_RT_D2,110
28,RM,D05,m1_RT_D5,5
28,RM,D05,m2_RT_D5,19
28,RM,D05,m3_RT_D5,14
28,RM,D08,m1_RT_D8,2
28,RM,D08,m2_RT_D8,3
28,RM,D14,m2_RT_D14,2
28,RM,D14,m3_RT_D14,1
28,RM,Naive,m1_RT_Naive,39
28,RM,Naive,m2_RT_Naive,14
28,RM,Naive,m3_RT_Naive,12
29,LNG,D02,m1_Sinus_D2,5
29,LNG,D02,m2_Sinus_D2,16
29,LNG,D02,m3_Sinus_D2,3
29,LNG,D05,m1_Sinus_D5,1
29,LNG,D05,m2_Sinus_D5,7
29,LNG,D05,m3_Sinus_D5,3
29,LNG,D08,m1_Sinus_D8,5
29,LNG,D08,m2_Sinus_D8,9
29,LNG,D08,m3_Sinus_D8,1
29,LNG,D14,m1_Sinus_D14,2
29,LNG,D14,m2_Sinus_D14,8
29,LNG,D14,m3_Sinus_D14,2
29,LNG,Naive,m1_Sinus_Naive,3
29,LNG,Naive,m2_Sinus_Naive,1
29,LNG,Naive,m3_Sinus_Naive,6
29,OM,D02,m1_ET_D2,16
29,OM,D02,m2_ET_D2,41
29,OM,D02,m3_ET_D2,24
29,OM,D05,m1_ET_D5,9
29,OM,D05,m2_ET_D5,23
29,OM,D05,m3_ET_D5,53
29,OM,D08,m1_ET_D8,18
29,OM,D08,m2_ET_D8,43
29,OM,D08,m3_ET_D8,36
29,OM,D14,m1_ET_D14,13
29,OM,D14,m2_ET_D14,28
29,OM,D14,m3_ET_D14,17
29,OM,Naive,m1_ET_Naive,24
29,OM,Naive,m2_ET_Naive,22
29,OM,Naive,m3_ET_Naive,42
29,RM,D02,m1_RT_D2,5
29,RM,D02,m2_RT_D2,9
29,RM,D02,m3_RT_D2,10
29,RM,D05,m1_RT_D5,7
29,RM,D05,m2_RT_D5,25
29,RM,D05,m3_RT_D5,7
29,RM,D08,m1_RT_D8,3
29,RM,D08,m2_RT_D8,11
29,RM,D08,m3_RT_D8,13
29,RM,D14,m1_RT_D14,15
29,RM,D14,m2_RT_D14,9
29,RM,D14,m3_RT_D14,11
29,RM,Naive,m1_RT_Naive,9
29,RM,Naive,m2_RT_Naive,9
29,RM,Naive,m3_RT_Naive,8
30,LNG,D02,m1_Sinus_D2,4
30,LNG,D02,m2_Sinus_D2,5
30,LNG,D02,m3_Sinus_D2,2
30,LNG,D05,m1_Sinus_D5,1
30,LNG,D05,m2_Sinus_D5,1
30,LNG,D05,m3_Sinus_D5,10
30,LNG,D08,m1_Sinus_D8,2
30,LNG,D08,m3_Sinus_D8,3
30,LNG,D14,m1_Sinus_D14,3
30,LNG,D14,m2_Sinus_D14,10
30,LNG,D14,m3_Sinus_D14,3
30,LNG,Naive,m1_Sinus_Naive,3
30,LNG,Naive,m2_Sinus_Naive,1
30,LNG,Naive,m3_Sinus_Naive,3
30,OM,D02,m1_ET_D2,16
30,OM,D02,m2_ET_D2,19
30,OM,D02,m3_ET_D2,20
30,OM,D05,m1_ET_D5,4
30,OM,D05,m2_ET_D5,10
30,OM,D05,m3_ET_D5,5
30,OM,D08,m1_ET_D8,14
30,OM,D08,m2_ET_D8,5
30,OM,D08,m3_ET_D8,5
30,OM,D14,m1_ET_D14,9
30,OM,D14,m2_ET_D14,30
30,OM,D14,m3_ET_D14,28
30,OM,Naive,m1_ET_Naive,23
30,OM,Naive,m2_ET_Naive,25
30,OM,Naive,m3_ET_Naive,12
30,RM,D02,m1_RT_D2,6
30,RM,D02,m2_RT_D2,8
30,RM,D02,m3_RT_D2,13
30,RM,D05,m1_RT_D5,4
30,RM,D05,m2_RT_D5,21
30,RM,D05,m3_RT_D5,30
30,RM,D08,m1_RT_D8,48
30,RM,D08,m2_RT_D8,32
30,RM,D08,m3_RT_D8,16
30,RM,D14,m1_RT_D14,13
30,RM,D14,m2_RT_D14,27
30,RM,D14,m3_RT_D14,21
30,RM,Naive,m1_RT_Naive,8
30,RM,Naive,m2_RT_Naive,7
30,RM,Naive,m3_RT_Naive,4
31,LNG,D02,m1_Sinus_D2,4
31,LNG,D02,m2_Sinus_D2,11
31,LNG,D02,m3_Sinus_D2,1
31,LNG,D05,m1_Sinus_D5,6
31,LNG,D05,m2_Sinus_D5,6
31,LNG,D05,m3_Sinus_D5,5
31,LNG,D08,m1_Sinus_D8,2
31,LNG,D08,m2_Sinus_D8,12
31,LNG,D08,m3_Sinus_D8,1
31,LNG,D14,m1_Sinus_D14,1
31,LNG,D14,m2_Sinus_D14,10
31,LNG,D14,m3_Sinus_D14,6
31,LNG,Naive,m1_Sinus_Naive,1
31,LNG,Naive,m2_Sinus_Naive,8
31,LNG,Naive,m3_Sinus_Naive,7
31,OM,D02,m1_ET_D2,3
31,OM,D02,m2_ET_D2,14
31,OM,D02,m3_ET_D2,1
31,OM,D05,m1_ET_D5,1
31,OM,D05,m2_ET_D5,2
31,OM,D05,m3_ET_D5,16
31,OM,D08,m1_ET_D8,2
31,OM,D08,m2_ET_D8,8
31,OM,D08,m3_ET_D8,3
31,OM,D14,m1_ET_D14,7
31,OM,D14,m2_ET_D14,5
31,OM,D14,m3_ET_D14,3
31,OM,Naive,m1_ET_Naive,3
31,OM,Naive,m3_ET_Naive,3
31,RM,D02,m1_RT_D2,24
31,RM,D02,m2_RT_D2,25
31,RM,D02,m3_RT_D2,14
31,RM,D05,m1_RT_D5,7
31,RM,D05,m2_RT_D5,35
31,RM,D05,m3_RT_D5,19
31,RM,D08,m1_RT_D8,10
31,RM,D08,m2_RT_D8,24
31,RM,D08,m3_RT_D8,12
31,RM,D14,m1_RT_D14,21
31,RM,D14,m2_RT_D14,16
31,RM,D14,m3_RT_D14,17
31,RM,Naive,m1_RT_Naive,43
31,RM,Naive,m2_RT_Naive,45
31,RM,Naive,m3_RT_Naive,20
32,OM,D02,m2_ET_D2,1
32,OM,D08,m1_ET_D8,1
32,OM,D08,m2_ET_D8,1
32,OM,D14,m1_ET_D14,1
32,OM,D14,m2_ET_D14,7
